INTERNAL_CODE	KEYWORD	LABEL	TERM_ID	KEYWORD_TYPE	SYNONYM_DAT	IS_A	IS_PART_OF
28	ARO1	MOA	MOA:0000019	SYNONYM	RELATED [ChEMBL]	MOA:0000018	
29	Cytochrome P-450AROM	MOA	MOA:0000019	SYNONYM	RELATED [ChEMBL]	MOA:0000018	
30	Cytochrome p450 family 2	MOA	MOA:0000020	NAME		MOA:0000016	
31	Cytochrome p450 family 2d	MOA	MOA:0000021	NAME		MOA:0000020	
32	Cytochrome P450 2D6	MOA	MOA:0000022	NAME		MOA:0000021	
33	CYP2DL1	MOA	MOA:0000022	SYNONYM	RELATED [ChEMBL]	MOA:0000021	
34	Cytochrome P450 2D6	MOA	MOA:0000022	SYNONYM	RELATED [ChEMBL]	MOA:0000021	
35	CYPIID6	MOA	MOA:0000022	SYNONYM	RELATED [ChEMBL]	MOA:0000021	
36	CYP2D6	MOA	MOA:0000022	SYNONYM	RELATED [ChEMBL]	MOA:0000021	
37	Cytochrome P450-DB1	MOA	MOA:0000022	SYNONYM	RELATED [ChEMBL]	MOA:0000021	
38	Debrisoquine 4-hydroxylase	MOA	MOA:0000022	SYNONYM	RELATED [ChEMBL]	MOA:0000021	
39	Hydrolase	MOA	MOA:0000023	NAME		MOA:0000000	
40	Isomerase	MOA	MOA:0000024	NAME		MOA:0000000	
41	Kinase	MOA	MOA:0000025	NAME		MOA:0000000	
42	Protein kinase	MOA	MOA:0000026	NAME		MOA:0000025	
43	Agc protein kinase group	MOA	MOA:0000027	NAME		MOA:0000026	
44	Agc protein kinase dmpk family	MOA	MOA:0000028	NAME		MOA:0000027	
45	Agc protein kinase rock subfamily	MOA	MOA:0000029	NAME		MOA:0000028	
46	Agc protein kinase grk family	MOA	MOA:0000030	NAME		MOA:0000027	
47	Agc protein kinase bark subfamily	MOA	MOA:0000031	NAME		MOA:0000030	
48	Agc protein kinase pkc family	MOA	MOA:0000032	NAME		MOA:0000027	
49	Agc protein kinase pkc alpha subfamily	MOA	MOA:0000033	NAME		MOA:0000032	
50	Agc protein kinase pkc delta subfamily	MOA	MOA:0000034	NAME		MOA:0000032	
51	Agc protein kinase pkc eta subfamily	MOA	MOA:0000035	NAME		MOA:0000032	
52	Agc protein kinase pkc iota subfamily	MOA	MOA:0000036	NAME		MOA:0000032	
53	Atypical protein kinase group	MOA	MOA:0000037	NAME		MOA:0000026	
54	Atypical protein kinase pdhk subfamily	MOA	MOA:0000038	NAME		MOA:0000037	
55	Atypical protein kinase pikk family	MOA	MOA:0000039	NAME		MOA:0000037	
56	Camk protein kinase group	MOA	MOA:0000040	NAME		MOA:0000026	
57	Camk protein kinase pkd family	MOA	MOA:0000041	NAME		MOA:0000040	
58	Cmgc protein kinase cdk group	MOA	MOA:0000042	NAME		MOA:0000026	
59	Cmgc protein kinase cdk family	MOA	MOA:0000043	NAME		MOA:0000042	
60	Cmgc protein kinase cdc2 subfamily	MOA	MOA:0000044	NAME		MOA:0000043	
61	Cmgc protein kinase gsk family	MOA	MOA:0000045	NAME		MOA:0000042	
62	Cmgc protein kinase mapk family	MOA	MOA:0000046	NAME		MOA:0000042	
63	Cmgc protein kinase p38 subfamily	MOA	MOA:0000047	NAME		MOA:0000046	
64	Cmgc protein kinase rck family	MOA	MOA:0000048	NAME		MOA:0000042	
65	Cmgc protein kinase mak	MOA	MOA:0000049	NAME		MOA:0000048	
66	Other protein kinase group	MOA	MOA:0000050	NAME		MOA:0000026	
67	Other protein kinase aur family	MOA	MOA:0000051	NAME		MOA:0000050	
68	Other protein kinase plk family	MOA	MOA:0000052	NAME		MOA:0000050	
69	Ste protein kinase group	MOA	MOA:0000053	NAME		MOA:0000026	
70	Ste protein kinase ste20 family	MOA	MOA:0000054	NAME		MOA:0000053	
71	Ste protein kinase khs subfamily	MOA	MOA:0000055	NAME		MOA:0000054	
72	Ste protein kinase ste7 family	MOA	MOA:0000056	NAME		MOA:0000053	
73	Tk protein kinase group	MOA	MOA:0000057	NAME		MOA:0000026	
74	Tyrosine protein kinase abl family	MOA	MOA:0000058	NAME		MOA:0000057	
75	Tyrosine protein kinase egfr family	MOA	MOA:0000059	NAME		MOA:0000057	
76	Tyrosine protein kinase fak family	MOA	MOA:0000060	NAME		MOA:0000057	
77	Tyrosine protein kinase fgfr family	MOA	MOA:0000061	NAME		MOA:0000057	
78	Tyrosine protein kinase insr family	MOA	MOA:0000062	NAME		MOA:0000057	
79	Tyrosine protein kinase jaka family	MOA	MOA:0000063	NAME		MOA:0000057	
80	Tyrosine protein kinase jakb family	MOA	MOA:0000064	NAME		MOA:0000057	
81	Tyrosine protein kinase met family	MOA	MOA:0000065	NAME		MOA:0000057	
82	Tyrosine protein kinase pdgfr family	MOA	MOA:0000066	NAME		MOA:0000057	
83	Tyrosine protein kinase src family	MOA	MOA:0000067	NAME		MOA:0000057	
84	Tyrosine protein kinase srm	MOA	MOA:0000068	NAME		MOA:0000067	
85	Tyrosine protein kinase vegfr family	MOA	MOA:0000069	NAME		MOA:0000057	
86	Tkl protein kinase group	MOA	MOA:0000070	NAME		MOA:0000026	
87	Tkl protein kinase raf family	MOA	MOA:0000071	NAME		MOA:0000070	
88	Tkl protein kinase stkr family	MOA	MOA:0000072	NAME		MOA:0000070	
89	Tkl protein kinase stkr type 1 subfamily	MOA	MOA:0000073	NAME		MOA:0000072	
90	Lyase	MOA	MOA:0000074	NAME		MOA:0000000	
91	Guanylate cyclase	MOA	MOA:0000075	NAME		MOA:0000074	
92	Soluble guanylate cyclase	MOA	MOA:0000076	NAME		MOA:0000075	
93	Guanylate cyclase soluble subunit alpha-3	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
94	Guanylate cyclase soluble subunit alpha-2	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
95	GUCSA3	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
96	GCS-alpha-2	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
97	GCS-alpha-3	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
98	GCS-alpha-1	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
99	GUCY1B1	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
100	GUCY1B3	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
101	GUCY1B2	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
102	Soluble guanylate cyclase large subunit	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
103	GUCSB3	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
104	Soluble guanylate cyclase small subunit	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
105	GUC1B3	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
106	GUC1A2	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
107	GUC1A3	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
108	GCS-beta-3	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
109	GCS-beta-2	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
110	GCS-beta-1	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
111	GUCY1A3	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
112	Guanylate cyclase soluble subunit beta-3	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
113	GUCY1A1	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
114	Guanylate cyclase soluble subunit beta-2	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
115	GUCY1A2	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
116	Guanylate cyclase soluble subunit beta-1	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
117	GUCSA2	MOA	MOA:0000076	SYNONYM	RELATED [ChEMBL]	MOA:0000075	
118	Oxidoreductase	MOA	MOA:0000077	NAME		MOA:0000000	
119	Phosphodiesterase	MOA	MOA:0000078	NAME		MOA:0000000	
120	PDE	MOA	MOA:0000078	SYNONYM	RELATED []	MOA:0000000	
121	Phosphodiesterase 3	MOA	MOA:0000079	NAME		MOA:0000078	
122	Cyclic GMP-inhibited phosphodiesterase B	MOA	MOA:0000079	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
123	PDE3B	MOA	MOA:0000079	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
124	PDE3A	MOA	MOA:0000079	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
125	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	MOA	MOA:0000079	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
126	cGMP-inhibited 3',5'-cyclic phosphodiesterase B	MOA	MOA:0000079	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
127	CGI-PDE A	MOA	MOA:0000079	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
128	CGI-PDE B	MOA	MOA:0000079	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
129	Cyclic GMP-inhibited phosphodiesterase A	MOA	MOA:0000079	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
130	CGIP1	MOA	MOA:0000079	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
131	CGIPDE1	MOA	MOA:0000079	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
132	Phosphodiesterase 4	MOA	MOA:0000080	NAME		MOA:0000078	
133	PDE4D	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
134	DPDE2	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
135	PDE4B	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
136	PDE4C	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
137	DPDE1	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
138	cAMP-specific 3',5'-cyclic phosphodiesterase 4C	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
139	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
140	DPDE4	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
141	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
142	PDE32	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
143	PDE4A	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
144	DPDE3	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
145	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
146	PDE46	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
147	PDE43	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
148	PDE21	MOA	MOA:0000080	SYNONYM	RELATED [ChEMBL]	MOA:0000078	
149	Phosphodiesterase 5	MOA	MOA:0000081	NAME		MOA:0000078	
150	PDE-5	MOA	MOA:0000081	SYNONYM	RELATED []	MOA:0000078	
151	PDE5	MOA	MOA:0000081	SYNONYM	RELATED []	MOA:0000078	
152	Sodium channel	MOA	MOA:0000082	NAME		MOA:0000141	
153	Sodium-(potassium)-chloride cotransporter	MOA	MOA:0000083	NAME		MOA:0000209	
154	Alpha-1a adrenergic receptor	MOA	MOA:0000084	NAME		MOA:0000172	
155	Alpha-2 adrenergic receptor	MOA	MOA:0000085	NAME		MOA:0000172	
156	Cytochrome p450 family 2c	MOA	MOA:0000086	NAME		MOA:0000020	
157	Cytochrome P450 2C9	MOA	MOA:0000087	NAME		MOA:0000086	
158	Cytochrome P450 2C9	MOA	MOA:0000087	SYNONYM	RELATED [ChEMBL]	MOA:0000086	
159	Cholesterol 25-hydroxylase	MOA	MOA:0000087	SYNONYM	RELATED [ChEMBL]	MOA:0000086	
160	Cytochrome P-450MP	MOA	MOA:0000087	SYNONYM	RELATED [ChEMBL]	MOA:0000086	
161	(S)-limonene 6-monooxygenase	MOA	MOA:0000087	SYNONYM	RELATED [ChEMBL]	MOA:0000086	
162	(S)-limonene 7-monooxygenase	MOA	MOA:0000087	SYNONYM	RELATED [ChEMBL]	MOA:0000086	
163	S-mephenytoin 4-hydroxylase	MOA	MOA:0000087	SYNONYM	RELATED [ChEMBL]	MOA:0000086	
164	CYP2C9	MOA	MOA:0000087	SYNONYM	RELATED [ChEMBL]	MOA:0000086	
165	Cytochrome P450 MP-4	MOA	MOA:0000087	SYNONYM	RELATED [ChEMBL]	MOA:0000086	
166	CYPIIC9	MOA	MOA:0000087	SYNONYM	RELATED [ChEMBL]	MOA:0000086	
167	Cytochrome P450 PB-1	MOA	MOA:0000087	SYNONYM	RELATED [ChEMBL]	MOA:0000086	
168	(R)-limonene 6-monooxygenase	MOA	MOA:0000087	SYNONYM	RELATED [ChEMBL]	MOA:0000086	
169	CYP2C10	MOA	MOA:0000087	SYNONYM	RELATED [ChEMBL]	MOA:0000086	
170	Cytochrome P450 MP-8	MOA	MOA:0000087	SYNONYM	RELATED [ChEMBL]	MOA:0000086	
171	Protease	MOA	MOA:0000088	NAME		MOA:0000000	
172	Aspartic protease	MOA	MOA:0000089	NAME		MOA:0000088	
173	Aspartic protease aa clan	MOA	MOA:0000090	NAME		MOA:0000089	
174	Aspartic protease ad clan	MOA	MOA:0000091	NAME		MOA:0000089	
175	Aspartic protease a1a subfamily	MOA	MOA:0000092	NAME		MOA:0000090	
176	Aspartic protease a22a subfamily	MOA	MOA:0000093	NAME		MOA:0000091	
177	Aspartic protease a22a regulatory subfamily	MOA	MOA:0000094	NAME		MOA:0000093	
178	Cysteine protease	MOA	MOA:0000095	NAME		MOA:0000088	
179	Cysteine protease ca clan	MOA	MOA:0000096	NAME		MOA:0000095	
180	HIV-1 retropepsin	MOA	MOA:0000097	NAME		MOA:0000089	
181	Cysteine protease c1a family	MOA	MOA:0000098	NAME		MOA:0000096	
182	P-glycoprotein 1	MOA	MOA:0000099	NAME		MOA:0000213	
183	P-glycoprotein 1	MOA	MOA:0000099	SYNONYM	RELATED [ChEMBL]	MOA:0000213	
184	ATP-binding cassette sub-family B member 1	MOA	MOA:0000099	SYNONYM	RELATED [ChEMBL]	MOA:0000213	
185	Multidrug resistance protein 1	MOA	MOA:0000099	SYNONYM	RELATED [ChEMBL]	MOA:0000213	
186	CD_antigen=CD243	MOA	MOA:0000099	SYNONYM	RELATED [ChEMBL]	MOA:0000213	
187	ABCB1	MOA	MOA:0000099	SYNONYM	RELATED [ChEMBL]	MOA:0000213	
188	PGY1	MOA	MOA:0000099	SYNONYM	RELATED [ChEMBL]	MOA:0000213	
189	MDR1	MOA	MOA:0000099	SYNONYM	RELATED [ChEMBL]	MOA:0000213	
190	Metallo protease	MOA	MOA:0000100	NAME		MOA:0000088	
191	Metallo protease mae clan	MOA	MOA:0000101	NAME		MOA:0000100	
192	Metallo protease mam clan	MOA	MOA:0000102	NAME		MOA:0000100	
193	Metallo protease m13 family	MOA	MOA:0000103	NAME		MOA:0000101	
194	metallo protease m2 family	MOA	MOA:0000104	NAME		MOA:0000101	
195	Metallo protease m10a subfamily	MOA	MOA:0000105	NAME		MOA:0000102	
196	Metallo protease m12b subfamily	MOA	MOA:0000106	NAME		MOA:0000102	
197	Serine protease	MOA	MOA:0000107	NAME		MOA:0000088	
198	Serine protease pa clan	MOA	MOA:0000108	NAME		MOA:0000107	
199	Serine protease s1a subfamily	MOA	MOA:0000109	NAME		MOA:0000108	
200	Serine protease sc clan	MOA	MOA:0000110	NAME		MOA:0000107	
201	Serine protease s33 family	MOA	MOA:0000111	NAME		MOA:0000110	
202	Serine protease s9b subfamily	MOA	MOA:0000112	NAME		MOA:0000110	
203	Transferase	MOA	MOA:0000113	NAME		MOA:0000000	
204	Eraser	MOA	MOA:0000114	NAME		MOA:0000002	
205	Histone deacetylase	MOA	MOA:0000115	NAME		MOA:0000114	
206	MEF2-interacting transcription repressor MITR	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
207	HDRP	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
208	KIAA0901	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
209	Antigen NY-CO-9	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
210	Histone deacetylase 11	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
211	Histone deacetylase 10	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
212	SMAP45	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
213	Histone deacetylase-related protein	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
214	HDAC7A	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
215	HDAC7B	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
216	Histone deacetylase 9	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
217	Histone deacetylase 8	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
218	RPD3-2	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
219	Histone deacetylase 2	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
220	Histone deacetylase 3	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
221	Histone deacetylase 1	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
222	HDAC10	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
223	KIAA0744	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
224	HDAC11	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
225	Histone deacetylase 7	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
226	Histone deacetylase 6	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
227	Histone deacetylase 5	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
228	KIAA0600	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
229	Histone deacetylase 4	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
230	HD1	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
231	HD2	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
232	HD3	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
233	HD4	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
234	HD5	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
235	HD6	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
236	RPD3L1	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
237	HD7	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
238	HD8	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
239	HD9	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
240	HDACL1	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
241	Histone deacetylase 7A	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
242	Histone deacetylase 7B	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
243	KIAA0288	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
244	MITR	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
245	HD7b	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
246	HDAC9	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
247	HDAC8	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
248	HD7a	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
249	HDAC7	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
250	HDAC6	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
251	HD10	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
252	HD11	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
253	HDAC3	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
254	HDAC2	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
255	HDAC1	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
256	HDAC5	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
257	HDAC4	MOA	MOA:0000115	SYNONYM	RELATED [ChEMBL]	MOA:0000114	
258	Calcium channel	MOA	MOA:0000116	NAME		MOA:0000140	
259	Ligand-gated ion channel	MOA	MOA:0000119	NAME		MOA:0000003	
260	5ht3 receptor	MOA	MOA:0000120	NAME		MOA:0000119	
261	GABA A receptor	MOA	MOA:0000121	NAME		MOA:0000119	
262	gaba-a receptor	MOA	MOA:0000121	SYNONYM	RELATED []	MOA:0000119	
263	Glycine receptor	MOA	MOA:0000122	NAME		MOA:0000119	
264	Ionotropic glutamate receptor	MOA	MOA:0000123	NAME		MOA:0000119	
265	AMPA receptor	MOA	MOA:0000124	NAME		MOA:0000123	
266	NMDA receptor	MOA	MOA:0000125	NAME		MOA:0000123	
267	Nicotinic acetylcholine receptor	MOA	MOA:0000126	NAME		MOA:0000119	
268	Acetylcholine receptor protein subunit alpha-L1, putative	MOA	MOA:0000126	SYNONYM	RELATED [ChEMBL]	MOA:0000119	
269	DrosGluCl, putative	MOA	MOA:0000126	SYNONYM	RELATED [ChEMBL]	MOA:0000119	
270	Acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate, putative	MOA	MOA:0000126	SYNONYM	RELATED [ChEMBL]	MOA:0000119	
271	Nicotinic acetylcholine receptor alpha subunit	MOA	MOA:0000127	NAME		MOA:0000126	
272	Nicotinic acetylcholine receptor beta subunit	MOA	MOA:0000128	NAME		MOA:0000126	
273	P2X receptor	MOA	MOA:0000129	NAME		MOA:0000119	
274	Other ion channel	MOA	MOA:0000130	NAME		MOA:0000003	
275	Chloride channel	MOA	MOA:0000131	NAME		MOA:0000130	
276	Cystic fibrosis transmembrane conductance regulator	MOA	MOA:0000132	NAME		MOA:0000131	
277	ATP-binding cassette sub-family C member 7	MOA	MOA:0000132	SYNONYM	RELATED [ChEMBL]	MOA:0000131	
278	Channel conductance-controlling ATPase	MOA	MOA:0000132	SYNONYM	RELATED [ChEMBL]	MOA:0000131	
279	cAMP-dependent chloride channel	MOA	MOA:0000132	SYNONYM	RELATED [ChEMBL]	MOA:0000131	
280	CFTR	MOA	MOA:0000132	SYNONYM	RELATED [ChEMBL]	MOA:0000131	
281	ABCC7	MOA	MOA:0000132	SYNONYM	RELATED [ChEMBL]	MOA:0000131	
282	Cystic fibrosis transmembrane conductance regulator	MOA	MOA:0000132	SYNONYM	RELATED [ChEMBL]	MOA:0000131	
283	Miscellaneous ion channel	MOA	MOA:0000133	NAME		MOA:0000130	
284	Presenilin er ca2+ leak channel family	MOA	MOA:0000134	NAME		MOA:0000130	
285	Pore-forming toxins (proteins and peptides)	MOA	MOA:0000135	NAME		MOA:0000130	
286	Voltage-gated ion channel	MOA	MOA:0000136	NAME		MOA:0000003	
287	Potassium channels	MOA	MOA:0000137	NAME		MOA:0000136	
288	Voltage-gated potassium channel	MOA	MOA:0000138	NAME		MOA:0000137	
289	Transient receptor potential channel	MOA	MOA:0000139	NAME		MOA:0000136	
290	Voltage-gated calcium channel	MOA	MOA:0000140	NAME		MOA:0000014-MOA:0000136-MOA:0000015-MOA:0000013	
291	Voltage-gated sodium channel	MOA	MOA:0000141	NAME		MOA:0000136	
292	Family a g protein-coupled receptor	MOA	MOA:0000142	NAME		MOA:0000004	
293	Family c g protein-coupled receptor	MOA	MOA:0000143	NAME		MOA:0000004	
294	Peptide receptor (family a gpcr)	MOA	MOA:0000144	NAME		MOA:0000142	
295	Small molecule receptor (family a gpcr)	MOA	MOA:0000145	NAME		MOA:0000142	
296	Small molecule receptor (family c gpcr)	MOA	MOA:0000146	NAME		MOA:0000143	
297	Chemokine receptor	MOA	MOA:0000147	NAME		MOA:0000144	
298	Chemokine receptor	MOA	MOA:0000147	SYNONYM	RELATED [ChEMBL]	MOA:0000144	
